Guid	Qcate	Q	A	Keywords_A	1	Output
d60004d1-de2c-446e-b259-69279b1b991e	text	What does the creole language develop from and what is its study called?	"A creole language or simply creole, is a stable natural language that develops from the simplifying and mixing of different languages into a new one within a fairly brief period of time: often, a pidgin evolved into a full-fledged language. Creolistics, or creology, is the study of creole languages and, as such, is a subfield of linguistics. ""Creole developed from the simplifying and mixing of different languages into a new one within a fairly brief period of time and the study of Creole is called Creolistics."" ""The creole language studied by creolists was developed from the simplifying and mixing of different languages into a new one."" ""Creolistics is the study of creole languages, which develop by mixing different existing languages."" ""The creole language developed from the simplifying and mixing of different languages into a new one within a fairly brief period of time.  The study of creole languages is called creolistics or creology."" ""The Creole language developed from the simplifying and mixing of different languages and the study of Creole languages is called creology."	"""the simplifying and mixing of different languages into a new one; creology"""	1	Creolistics is the study of creole languages and, as such, is a subfield of linguistics.
bf13ce2c-1498-486e-af1a-bd960a491a94	text	What groundbreaking first, was the person for whom the C. Herschel crater is named responsible?	"Caroline L. Hershel was the first woman to receive a salary as a scientist ""The C. Herschel crater is named after Caroline Lucretia Herschel, who was the first woman to receive a salary as a scientist."" ""The C. Herschel crater is named after British astronomer Caroline Herschel who was the first woman to receive a salary as a scientist."" ""Caroline Lucretia Herschel, a German astronomer, was the first woman to receive a salary as a scientist."" ""Caroline Lucretia Herschel, the person the C. Herschel crater is named after, was the first woman to receive a salary as a scientist."" ""Caroline Lucretia Herschel is the groundbreaking person whom the C. Herschel crater is named after, as she was the first woman to receive a salary as a scientist."	"""first woman to receive a salary as a scientist"""	1	Caroline Lucretia Herschel
281765bb-7416-47f0-956a-0f5c927efcca	text	"How is the term ""shade"" in relation to the color white differentiated from the term ""tint""?"	"Shades of white display a variety of a particular color, while a tint implies one color that has lighter and darker variations. ""Shade is differentiated from tint in that shade refers to variety of a particular color and tint refers to lightness and darkness of a shade."" ""The term shade can be generalized to furthermore encompass any varieties of a particular color, whether technically they are shades, tints, tones, or slightly different hues. Meanwhile, the term tint can be generalized to refer to any lighter or darker variation of a color (e.g. tinted windows )."" ""The term ""shade"" in relation to the color white differentiated from the term ""tint"" by the colors it encompasses."" ""The term shade can be generalized to furthermore encompass any varieties of a particular color, while the term tint can be generalized to refer to any lighter or darker variation of a color."" ""Shade is a generalization of a particular color while a tint refers to a lighter of darker variation of a color."	"""Shade can be generalized to furthermore encompass any varieties of a particular color, and tint can be generalized to refer to any lighter or darker variation of a color"""	1	Shades can be generalized to refer to any lighter or darker variation of a color.
f8d78617-87c3-481b-937f-fa9e6768792a	text	Seine-et-Marne and Loiret are both what?	"French Departments ""Seine-et-Marne and Loiret are both departments."" ""They are both French."" ""Seine-et-Marne and Loiret are both departments of France."" ""Seine-et-Marne and Loiret are both departments in France."	"""departments"""	1	Gâtinais was a province of France.
62f90aef-433c-4f76-a338-be8c43aecc72	text	"Which letter differs on the ceremonial county of England consisting of a non-metropolitan county of a single district and the non-metropolitan county of multiple districts with a county council that starts with the letter ""H""?"	"The fourth letter differs. ""The letter t differs."" ""Herefordshire and Hertfordshire differ by one letter, ""T"" vs. ""E""."" ""The fourth letter is different in Herefordshire and Hertfordshire."" ""The letter E differs for Herefordshire, the ceremonial county, and Hertfordshire the non-metropolitan county."	"""E and T"""	1	"Bristol, Herefordshire, Isle of Wight, Northumberland and Rutland are ceremonial counties consisting of a non-metropolitan county of a single district, and are known as unitary authorities."
f2374bfd-73f0-4b77-a8a6-c38c2f6c1469	text	Procollagen-proline dioxygenase catalyzes the formation of the most abundant what in the human body?	"Post-translational modification ""Procollagen-proline dioxygenase catalyzes the formation of the most abundant post-translational modification in human body."" ""Procollagen-proline dioxygenase catalyzes the formation of the most abundant post-translational modification in human body"" ""Procollagen-proline dioxygenase catalyzes the formation of hydroxyproline."" ""Procollagen-proline dioxygenase catalyzes the formation of the most abundant post-translational modification in the human body."	"""hydroxyproline, post-translational modification"""	1	Prolyl hydroxylase catalyzes the formation of hydroxyproline, which is the most abundant post-translational modification in human body.
72ddfff5-a1c6-4b86-94fb-d89052e10f10	text	How many people live in the largest city in Greenland?	"18,326 people live there. ""18,326 people live in the largest city in Greenland."" ""Nuuk, which is the largest city in Greenland, has 18,326 inhabitants."" ""18,326 people live in Nuuk, the largest city of Greenland."" ""There are 18,326 people living in the largest city in Greenland."	"""18,326"""	1	The term 'city' is loosely for any populated area in Greenland.
645c829e-207f-43e6-9cf2-81c492da4812	text	The steppe that occupies the lowest portion of the Central Anatolian plain is known as one of what three names?	"It's known as the Central Anatolian steppe or the Central Anatolian deciduous forests or the Central Anatolian woodlands. ""The steppe that occupies the lowest portion of the Central Anatolian plain is known as the Central Anatolian steppe"" ""The steppe that occupies the lowest portion of the Central Anatolian plain is also known as the Central Anatolian deciduous forests or the Central Anatolian woodlands."" ""The Central Anatolian Steppe occupies the lowest portion of the Central Anatolian plain."" ""The steppe that occupies the lowest portion of the Central Anatolian plain is known as the Central Anatolian steppe, the Central Anatolian woodlands and steppe, or the Central Anatolian deciduous forests."	"""Central Anatolian deciduous forests, Central Anatolian woodlands, and steppe"""	1	The Central Anatolian steppe is located in the Central Anatolia region of Turkey.
e67af7d7-3701-4802-831c-b20af72da33c	text	Would the Shitotsubakurai lunge mine have been useful in Operation Starvation during World War II?	"No, Operation Starvation involved naval mining, while the Shitotsubakurai lunge mine was used against tanks. ""No, the Shitotsubakurai lunge mine would not have been useful in Operation Starvation during World War II."" ""The Shitotsubakurai lunge mine would not have been useful in Operation Starvation during World War II"" ""No, the Shitotsubakurai lunge mine is useful for tanks on the land.  Operation Starvation dealt with naval mines in the sea."" ""The shitotsubakurai lunge mine would not have been useful in Operation Starvation during World War II."" ""The Shitotsubakurai lunge mine would not have been useful in Operation Starvation during World War II."	"""No they wouldn't have been useful"""	1	The Shitotsubakurai lunge mine was a suicidal anti-tank weapon developed and used by the Empire of Japan during the Second World War.
80534e5c-0af3-4737-995b-34ce2c81326a	text	What is the official name of the country that contains the oldest known Roman colony on the Rhine?	"It is officially called the Swiss Confederation. ""The official name of the country that contains the oldest known Roman colony on the Rhine is the Swiss Confederation."" ""The country is named Switzerland."" ""The Swiss Confederation is the official name of the country that contains Augusta Raurica, which is the site of the oldest known Roman colony on the Rhine."" ""The official name is the Swiss Confederation."	"""Swiss Confederation"""	1	Augusta Raurica is a Roman archaeological site and an open-air museum in Switzerland.
8745fe74-90f0-4b62-83df-bce0bae1fbf0	text	The avocado pear and the delicious monster are both types of what edible part of a plant?	"Fruit. ""The avocado pear and the delicious monster are both types of fruit."" ""The avocado pear and the delicious monster are both types of edible fruit of a plant."" ""They are both edible parts of an avocado tree."" ""The avocado pear and the delicious monster are both types of fruits."	"""Fruit"""	1	A monster fruit.
b41e9ae4-c090-4687-a597-d14537c47523	text	Regarding the neurofilament light polypeptide that is encoded by the NEFL, and LC3 that's encoded by MAP1LC3B, these encoders are both known as what?	"Genes. ""These encoders are both known as proteins."" ""The neurofilament light polypeptide that is encoded by the NEFL, and LC3 that's encoded by MAP1LC3B are both known as light chains."" ""The encoders NEFL and MAP1LC3B, which can encode proteins like the polypeptide, are both known as genes."" ""Neurofilament light peptide and LC3 are both proteins."	"""proteins"""	1	Neurofilament light polypeptide
